id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,landMark
446,W 24 St & 7 Ave,31,39,40.74487634,-73.99529885,In Service,1,5,W 24 St & 7 Ave,,,,,,false,,
447,8 Ave & W 52 St,9,31,40.76370739,-73.9851615,In Service,1,22,8 Ave & W 52 St,,,,,,false,,
448,W 37 St & 10 Ave,24,31,40.75660359,-73.9979009,In Service,1,5,W 37 St & 10 Ave,,,,,,false,,
449,W 52 St & 9 Ave,28,31,40.76461837,-73.98789473,In Service,1,2,W 52 St & 9 Ave,,,,,,false,,
450,W 49 St & 8 Ave,55,59,40.76227205,-73.98788205,In Service,1,1,W 49 St & 8 Ave,,,,,,false,,
453,W 22 St & 8 Ave,25,35,40.74475148,-73.99915362,In Service,1,9,W 22 St & 8 Ave,,,,,,false,,
454,E 51 St & 1 Ave,29,35,40.75455731,-73.96592976,In Service,1,5,E 51 St & 1 Ave,,,,,,false,,
455,1 Ave & E 44 St,14,39,40.75001986,-73.96905301,In Service,1,22,1 Ave & E 44 St,,,,,,false,,
456,E 53 St & Madison Ave,5,35,40.7597108,-73.97402311,In Service,1,30,E 53 St & Madison Ave,,,,,,false,,
457,Broadway & W 58 St,43,57,40.76695317,-73.98169333,In Service,1,11,Broadway & W 58 St,,,,,,false,,
458,11 Ave & W 27 St,8,31,40.751396,-74.005226,In Service,1,21,11 Ave & W 27 St,,,,,,false,,
459,W 20 St & 11 Ave,3,48,40.746745,-74.007756,In Service,1,41,W 20 St & 11 Ave,,,,,,false,,
460,S 4 St & Wythe Ave,22,23,40.71285887,-73.96590294,In Service,1,1,S 4 St & Wythe Ave,,,,,,false,,
461,E 20 St & 2 Ave,36,39,40.73587678,-73.98205027,In Service,1,1,E 20 St & 2 Ave,,,,,,false,,
462,W 22 St & 10 Ave,29,47,40.74691959,-74.00451887,In Service,1,15,W 22 St & 10 Ave,,,,,,false,,
463,9 Ave & W 16 St,4,25,40.74206539,-74.00443172,In Service,1,16,9 Ave & W 16 St,,,,,,false,,
464,E 56 St & 3 Ave,33,59,40.75934501,-73.96759673,In Service,1,25,E 56 St & 3 Ave,,,,,,false,,
465,Broadway & W 41 St,33,39,40.75513557,-73.98658032,In Service,1,2,Broadway & W 41 St,,,,,,false,,
466,W 25 St & 6 Ave,11,35,40.74395411,-73.99144871,In Service,1,22,W 25 St & 6 Ave,,,,,,false,,
467,Dean St & 4 Ave,30,34,40.68312489,-73.97895137,In Service,1,4,Dean St & 4 Ave,,,,,,false,,
468,Broadway & W 55 St,50,59,40.7652654,-73.98192338,In Service,1,9,Broadway & W 55 St,,,,,,false,,
469,Broadway & W 53 St,22,57,40.76344058,-73.98268129,In Service,1,35,Broadway & W 53 St,,,,,,false,,
470,W 20 St & 8 Ave,28,37,40.74345335,-74.00004031,In Service,1,8,W 20 St & 8 Ave,,,,,,false,,
471,Grand St & Havemeyer St,26,31,40.71286844,-73.95698119,In Service,1,3,Grand St & Havemeyer St,,,,,,false,,
472,E 32 St & Park Ave,31,41,40.7457121,-73.98194829,In Service,1,8,E 32 St & Park Ave,,,,,,false,,
473,Rivington St & Chrystie St,41,42,40.72110063,-73.9919254,In Service,1,1,Rivington St & Chrystie St,,,,,,false,,
474,5 Ave & E 29 St,4,47,40.7451677,-73.98683077,In Service,1,39,5 Ave & E 29 St,,,,,,false,,
475,E 16 St & Irving Pl,37,37,40.73524276,-73.98758561,In Service,1,0,E 16 St & Irving Pl,,,,,,false,,
476,E 31 St & 3 Ave,43,46,40.74394314,-73.97966069,In Service,1,2,E 31 St & 3 Ave,,,,,,false,,
477,W 41 St & 8 Ave,56,59,40.75640548,-73.9900262,In Service,1,3,W 41 St & 8 Ave,,,,,,false,,
478,11 Ave & W 41 St,26,31,40.76030096,-73.99884222,In Service,1,4,11 Ave & W 41 St,,,,,,false,,
479,9 Ave & W 45 St,26,30,40.76019252,-73.9912551,In Service,1,2,9 Ave & W 45 St,,,,,,false,,
480,W 53 St & 10 Ave,21,27,40.76669671,-73.99061728,In Service,1,2,W 53 St & 10 Ave,,,,,,false,,
481,S 3 St & Bedford Ave,21,25,40.71260486,-73.96264403,In Service,1,3,S 3 St & Bedford Ave,,,,,,false,,
482,W 15 St & 7 Ave,37,39,40.73935542,-73.99931783,In Service,1,1,W 15 St & 7 Ave,,,,,,false,,
483,E 12 St & 3 Ave,28,34,40.73223272,-73.98889957,In Service,1,5,E 12 St & 3 Ave,,,,,,false,,
484,W 44 St & 5 Ave,14,44,40.75500254,-73.98014437,In Service,1,30,W 44 St & 5 Ave,,,,,,false,,
485,W 37 St & 5 Ave,28,39,40.75038009,-73.98338988,In Service,1,9,W 37 St & 5 Ave,,,,,,false,,
486,Broadway & W 29 St,31,38,40.7462009,-73.98855723,In Service,1,6,Broadway & W 29 St,,,,,,false,,
487,E 20 St & FDR Drive,33,36,40.73314259,-73.97573881,In Service,1,2,E 20 St & FDR Drive,,,,,,false,,
488,W 39 St & 9 Ave,35,41,40.75645824,-73.99372222,In Service,1,2,W 39 St & 9 Ave,,,,,,false,,
489,10 Ave & W 28 St,3,37,40.75066386,-74.00176802,In Service,1,31,10 Ave & W 28 St,,,,,,false,,
490,8 Ave & W 33 St,55,59,40.751551,-73.993934,In Service,1,4,8 Ave & W 33 St,,,,,,false,,
491,E 24 St & Park Ave S,18,53,40.74096374,-73.98602213,In Service,1,34,E 24 St & Park Ave S,,,,,,false,,
492,W 33 St & 7 Ave,47,49,40.75019995,-73.99093085,In Service,1,1,W 33 St & 7 Ave,,,,,,false,,
493,W 45 St & 6 Ave,8,34,40.7568001,-73.98291153,In Service,1,26,W 45 St & 6 Ave,,,,,,false,,
494,W 26 St & 8 Ave,32,35,40.74734825,-73.99723551,In Service,1,3,W 26 St & 8 Ave,,,,,,false,,
495,W 47 St & 10 Ave,21,25,40.76269882,-73.99301222,In Service,1,1,W 47 St & 10 Ave,,,,,,false,,
496,E 16 St & 5 Ave,13,47,40.73726186,-73.99238967,In Service,1,33,E 16 St & 5 Ave,,,,,,false,,
497,E 17 St & Broadway,12,59,40.73704984,-73.99009296,In Service,1,46,E 17 St & Broadway,,,,,,false,,
498,Broadway & W 32 St,26,30,40.74854862,-73.98808416,In Service,1,1,Broadway & W 32 St,,,,,,false,,
499,Broadway & W 60 St,22,36,40.76915505,-73.98191841,In Service,1,13,Broadway & W 60 St,,,,PBSC,,false,,
500,Broadway & W 51 St,8,52,40.76228826,-73.98336183,In Service,1,39,Broadway & W 51 St,,,,,,false,,
501,FDR Drive & E 35 St,40,43,40.744219,-73.97121214,In Service,1,1,FDR Drive & E 35 St,,,,,,false,,
502,Henry St & Grand St,28,30,40.714215,-73.981346,In Service,1,1,Henry St & Grand St,,,,,,false,,
503,E 20 St & Park Ave,11,29,40.73827428,-73.98751968,In Service,1,18,E 20 St & Park Ave,,,,,,false,,
504,1 Ave & E 15 St,44,45,40.73221853,-73.98165557,In Service,1,1,1 Ave & E 15 St,,,,,,false,,
505,6 Ave & W 33 St,28,36,40.74901271,-73.98848395,In Service,1,7,6 Ave & W 33 St,,,,,,false,,
507,E 25 St & 2 Ave,47,47,40.73912601,-73.97973776,In Service,1,0,E 25 St & 2 Ave,,,,,,false,,
508,W 46 St & 11 Ave,9,24,40.76341379,-73.99667444,In Service,1,14,W 46 St & 11 Ave,,,,,,false,,
509,9 Ave & W 22 St,26,36,40.7454973,-74.00197139,In Service,1,10,9 Ave & W 22 St,,,,,,false,,
510,W 51 St & 6 Ave,11,51,40.7606597,-73.98042047,In Service,1,39,W 51 St & 6 Ave,,,,,,false,,
511,E 14 St & Avenue B,32,33,40.72938685,-73.97772429,In Service,1,1,E 14 St & Avenue B,,,,,,false,,
512,W 29 St & 9 Ave,21,27,40.7500727,-73.99839279,In Service,1,2,W 29 St & 9 Ave,,,,,,false,,
513,W 56 St & 10 Ave,22,26,40.768254,-73.988639,In Service,1,3,W 56 St & 10 Ave,,,,,,false,,
514,12 Ave & W 40 St,50,53,40.76087502,-74.00277668,In Service,1,2,12 Ave & W 40 St,,,,,,false,,
515,W 43 St & 10 Ave,31,35,40.76009437,-73.99461843,In Service,1,2,W 43 St & 10 Ave,,,,,,false,,
516,E 47 St & 1 Ave,9,39,40.75206862,-73.96784384,In Service,1,28,E 47 St & 1 Ave,,,,,,false,,
517,E 41 St & Madison Ave,51,55,40.752141,-73.979782,In Service,1,4,E 41 St & Madison Ave,,,,,,false,,
518,E 39 St & 2 Ave,29,34,40.74780373,-73.9734419,In Service,1,5,E 39 St & 2 Ave,,,,,,false,,
519,E 42 St & Vanderbilt Ave,52,61,40.752416,-73.97837,In Service,1,9,E 42 St & Vanderbilt Ave,,,,,,false,,
520,W 52 St & 5 Ave,2,39,40.75992262,-73.97648516,In Service,1,36,W 52 St & 5 Ave,,,,,,false,,
521,8 Ave & W 31 St,60,67,40.75044999,-73.99481051,In Service,1,5,8 Ave & W 31 St,,,,,,false,,
522,E 51 St & Lexington Ave,7,51,40.75714758,-73.97207836,In Service,1,40,E 51 St & Lexington Ave,,,,,,false,,
523,W 38 St & 8 Ave,48,51,40.75466591,-73.99138152,In Service,1,3,W 38 St & 8 Ave,,,,,,false,,
524,W 43 St & 6 Ave,3,3,40.75527307,-73.98316936,Not In Service,3,0,W 43 St & 6 Ave,,,,,,false,,
525,W 34 St & 11 Ave,27,39,40.75594159,-74.0021163,In Service,1,11,W 34 St & 11 Ave,,,,,,false,,
526,E 33 St & 5 Ave,35,39,40.74765947,-73.98490707,In Service,1,3,E 33 St & 5 Ave,,,,,,false,,
527,E 33 St & 1 Ave,55,55,40.74315566,-73.97434726,Not In Service,3,0,E 33 St & 1 Ave,,,,,,false,,
528,2 Ave & E 31 St,37,39,40.74290902,-73.97706058,In Service,1,0,2 Ave & E 31 St,,,,,,false,,
529,W 42 St & 8 Ave,40,41,40.7575699,-73.99098507,In Service,1,1,W 42 St & 8 Ave,,,,,,false,,
530,11 Ave & W 59 St,29,36,40.771522,-73.990541,In Service,1,5,11 Ave & W 59 St,,,,,,false,,
531,Forsyth St & Broome St,33,39,40.71893904,-73.99266288,In Service,1,4,Forsyth St & Broome St,,,,,,false,,
532,S 5 Pl & S 4 St,39,43,40.710451,-73.960876,In Service,1,3,S 5 Pl & S 4 St,,,,,,false,,
533,Broadway & W 39 St,42,50,40.75299641,-73.98721619,In Service,1,6,Broadway & W 39 St,,,,,,false,,
534,Water - Whitehall Plaza,4,31,40.70255065,-74.0127234,In Service,1,21,Water - Whitehall Plaza,,,,,,false,,
536,1 Ave & E 30 St,26,29,40.74144387,-73.97536082,In Service,1,2,1 Ave & E 30 St,,,,,,false,,
537,Lexington Ave & E 24 St,5,39,40.74025878,-73.98409214,In Service,1,33,Lexington Ave & E 24 St,,,,,,false,,
538,W 49 St & 5 Ave,11,11,40.75795248,-73.97787642,Not In Service,3,0,W 49 St & 5 Ave,,,,,,false,,
539,Metropolitan Ave & Bedford Ave,27,31,40.71534825,-73.96024116,In Service,1,4,Metropolitan Ave & Bedford Ave,,,,,,false,,
540,Lexington Ave & E 26 St,30,39,40.74147286,-73.98320928,In Service,1,9,Lexington Ave & E 26 St,,,,,,false,,
545,E 23 St & 1 Ave,23,27,40.736502,-73.97809472,In Service,1,1,E 23 St & 1 Ave,,,,,,false,,
546,E 30 St & Park Ave S,31,38,40.74444921,-73.98303529,In Service,1,3,E 30 St & Park Ave S,,,,,,false,,
2000,Front St & Washington St,0,30,40.70255088,-73.98940236,In Service,1,30,Front St & Washington St,,,,,,false,,
2001,Sands St & Navy St,1,15,40.699773,-73.979927,In Service,1,13,Sands St & Navy St,,,,,,false,,
2002,Wythe Ave & Metropolitan Ave,19,27,40.716887,-73.963198,In Service,1,8,Wythe Ave & Metropolitan Ave,,,,,,false,,
2003,1 Ave & E 18 St,27,30,40.73416059,-73.98024289,In Service,1,2,1 Ave & E 18 St,STX 277,,,,,false,,
2004,6 Ave & Broome St,2,36,40.724399,-74.004704,In Service,1,31,6 Ave & Broome St,,,,,,false,,
2005,Railroad Ave & Kay Ave,7,12,40.70531194,-73.97100056,In Service,1,5,Railroad Ave & Kay Ave,,,,,,false,,
2006,Central Park S & 6 Ave,32,49,40.76590936,-73.97634151,In Service,1,17,Central Park S & 6 Ave,STX 287,,,,,false,,
2008,Little West St & 1 Pl,20,24,40.70569254,-74.01677685,In Service,1,2,Little West St & 1 Pl,,,,,,false,,
2009,Catherine St & Monroe St,32,35,40.71117444,-73.99682619,In Service,1,3,Catherine St & Monroe St,,,,,,false,,
2010,Grand St & Greene St,17,39,40.72165481,-74.00234737,In Service,1,21,Grand St & Greene St,,,,,,false,,
2012,E 27 St & 1 Ave,32,36,40.739445,-73.976806,In Service,1,3,E 27 St & 1 Ave,,,,,,false,,
2017,E 43 St & 2 Ave,32,38,40.75022392,-73.97121414,In Service,1,5,E 43 St & 2 Ave,,,,,,false,,
2021,W 45 St & 8 Ave,40,43,40.75929124,-73.98859651,In Service,1,1,W 45 St & 8 Ave,,,,,,false,,
2022,E 59 St & Sutton Pl,26,33,40.75849116,-73.95920622,In Service,1,7,E 59 St & Sutton Pl,,,,,,false,,
2023,E 55 St & Lexington Ave,10,36,40.75968085,-73.97031366,In Service,1,25,E 55 St & Lexington Ave,,,,,,false,,
3002,South End Ave & Liberty St,19,25,40.711512,-74.015756,In Service,1,4,South End Ave & Liberty St,,,,,,false,,
